Date,Name,Status, Effort 
26-04-2023,Employee 26,Non-Billable, 6.750 
26-04-2023,Employee 28,Billable, 6.000 
26-04-2023,Employee 28,Non-Billable, 0.750 
26-04-2023,Employee 29,Billable, 7.500 
26-04-2023,Employee 29,Non-Billable, 0.250 
26-04-2023,Employee 30,Billable, 7.500 
27-04-2023,Employee 03,Billable, 7.500 
27-04-2023,Employee 05,Billable, 6.750 
27-04-2023,Employee 06,Billable, 7.750 
27-04-2023,Employee 07,Billable, 8.167 
27-04-2023,Employee 08,Billable, 10.917 
27-04-2023,Employee 10,Billable, 7.783 
27-04-2023,Employee 12,Billable, 7.000 
27-04-2023,Employee 14,Billable, 8.250 
27-04-2023,Employee 15,Billable, 7.667 
27-04-2023,Employee 17,Billable, 8.167 
27-04-2023,Employee 19,Billable, 0.500 
27-04-2023,Employee 19,Non-Billable, 6.500 
27-04-2023,Employee 20,Billable, 6.000 
27-04-2023,Employee 21,Billable, 10.000 
27-04-2023,Employee 22,Billable, 7.000 
27-04-2023,Employee 24,Billable, 5.250 
27-04-2023,Employee 26,Non-Billable, 8.583 
27-04-2023,Employee 29,Billable, 8.250 
27-04-2023,Employee 29,Non-Billable, 0.250 
27-04-2023,Employee 30,Billable, 8.000 
28-04-2023,Employee 03,Billable, 7.000 
28-04-2023,Employee 05,Billable, 5.417 
28-04-2023,Employee 06,Billable, 7.167 
28-04-2023,Employee 07,Billable, 8.500 
28-04-2023,Employee 10,Billable, 7.500 
28-04-2023,Employee 12,Billable, 6.500 
28-04-2023,Employee 14,Billable, 7.000 
28-04-2023,Employee 15,Billable, 7.750 
28-04-2023,Employee 17,Billable, 8.000 
28-04-2023,Employee 19,Non-Billable, 6.000 
28-04-2023,Employee 20,Billable, 7.500 
28-04-2023,Employee 21,Billable, 10.000 
28-04-2023,Employee 22,Billable, 5.250 
28-04-2023,Employee 22,Non-Billable, 0.750 
28-04-2023,Employee 24,Billable, 7.500 
28-04-2023,Employee 26,Non-Billable, 7.000 
28-04-2023,Employee 28,Billable, 5.500 
28-04-2023,Employee 28,Non-Billable, 2.250 
28-04-2023,Employee 29,Billable, 8.250 
28-04-2023,Employee 30,Billable, 8.500 
01-05-2023,Employee 03,Billable, 7.000 
01-05-2023,Employee 05,Billable, 6.583 
01-05-2023,Employee 07,Billable, 8.000 
01-05-2023,Employee 10,Billable, 7.250 
01-05-2023,Employee 14,Billable, 2.500 
01-05-2023,Employee 17,Billable, 6.000 
01-05-2023,Employee 19,Non-Billable, 8.000 
01-05-2023,Employee 20,Billable, 8.000 
01-05-2023,Employee 21,Billable, 0.500 
01-05-2023,Employee 22,Billable, 7.000 
01-05-2023,Employee 24,Billable, 6.250 
01-05-2023,Employee 30,Billable, 8.500 
02-05-2023,Employee 02,Non-Billable, 7.583 
02-05-2023,Employee 03,Billable, 7.000 
02-05-2023,Employee 05,Billable, 8.000 
02-05-2023,Employee 06,Billable, 7.583 
02-05-2023,Employee 07,Billable, 7.750 
02-05-2023,Employee 08,Billable, 7.167 
02-05-2023,Employee 10,Billable, 11.417 
02-05-2023,Employee 12,Billable, 8.000 
02-05-2023,Employee 14,Billable, 7.583 
02-05-2023,Employee 14,Non-Billable, 1.500 
02-05-2023,Employee 15,Billable, 8.333 
02-05-2023,Employee 17,Billable, 7.000 
02-05-2023,Employee 19,Billable, 1.000 
02-05-2023,Employee 19,Non-Billable, 7.000 
02-05-2023,Employee 20,Billable, 5.333 
02-05-2023,Employee 21,Billable, 7.500 
02-05-2023,Employee 22,Billable, 8.250 
02-05-2023,Employee 24,Billable, 7.583 
02-05-2023,Employee 26,Non-Billable, 7.250 
02-05-2023,Employee 28,Billable, 4.500 
02-05-2023,Employee 28,Non-Billable, 3.000 
02-05-2023,Employee 29,Billable, 7.500 
02-05-2023,Employee 29,Non-Billable, 0.500 
02-05-2023,Employee 30,Billable, 6.000 
02-05-2023,Employee 30,Non-Billable, 2.000 
03-05-2023,Employee 02,Non-Billable, 3.083 
03-05-2023,Employee 03,Billable, 8.500 
03-05-2023,Employee 03,Non-Billable, 1.000 
03-05-2023,Employee 05,Billable, 9.250 
03-05-2023,Employee 06,Billable, 6.000 
03-05-2023,Employee 06,Non-Billable, 1.500 
03-05-2023,Employee 07,Billable, 7.667 
03-05-2023,Employee 07,Non-Billable, 0.500 
03-05-2023,Employee 08,Billable, 7.500 
03-05-2023,Employee 12,Billable, 7.500 
03-05-2023,Employee 14,Billable, 7.333 
03-05-2023,Employee 14,Non-Billable, 0.750 
03-05-2023,Employee 15,Billable, 7.917 
03-05-2023,Employee 17,Billable, 8.550 
03-05-2023,Employee 17,Non-Billable, 0.500 
03-05-2023,Employee 19,Billable, 1.750 
03-05-2023,Employee 19,Non-Billable, 6.250 
03-05-2023,Employee 20,Billable, 8.083 
03-05-2023,Employee 21,Billable, 7.500 
03-05-2023,Employee 22,Billable, 8.000 
03-05-2023,Employee 22,Non-Billable, 0.667 
03-05-2023,Employee 24,Billable, 7.500 
03-05-2023,Employee 26,Non-Billable, 8.083 
03-05-2023,Employee 28,Billable, 5.250 
03-05-2023,Employee 28,Non-Billable, 2.333 
03-05-2023,Employee 29,Billable, 6.750 
03-05-2023,Employee 29,Non-Billable, 1.500 
03-05-2023,Employee 30,Billable, 6.500 
03-05-2023,Employee 30,Non-Billable, 2.000 
04-05-2023,Employee 02,Billable, 1.000 
04-05-2023,Employee 02,Non-Billable, 4.583 
04-05-2023,Employee 03,Billable, 8.500 
04-05-2023,Employee 03,Non-Billable, 2.000 
04-05-2023,Employee 05,Billable, 7.417 
04-05-2023,Employee 06,Billable, 6.917 
04-05-2023,Employee 06,Non-Billable, 0.667 
04-05-2023,Employee 07,Billable, 7.250 
04-05-2023,Employee 07,Non-Billable, 1.000 
04-05-2023,Employee 08,Billable, 7.583 
04-05-2023,Employee 11,Non-Billable, 8.000 
04-05-2023,Employee 12,Billable, 7.000 
04-05-2023,Employee 14,Billable, 7.833 
04-05-2023,Employee 16,Non-Billable, 7.000 
04-05-2023,Employee 17,Billable, 1.500 
04-05-2023,Employee 19,Billable, 2.667 
04-05-2023,Employee 19,Non-Billable, 5.333 
04-05-2023,Employee 20,Billable, 4.000 
04-05-2023,Employee 21,Billable, 7.500 
04-05-2023,Employee 22,Billable, 6.583 
04-05-2023,Employee 22,Non-Billable, 1.000 
04-05-2023,Employee 24,Billable, 7.000 
04-05-2023,Employee 27,Non-Billable, 7.250 
04-05-2023,Employee 28,Billable, 5.000 
04-05-2023,Employee 28,Non-Billable, 2.583 
04-05-2023,Employee 29,Billable, 7.333 
04-05-2023,Employee 29,Non-Billable, 1.250 
04-05-2023,Employee 30,Billable, 5.500 
04-05-2023,Employee 30,Non-Billable, 2.500 
05-05-2023,Employee 02,Non-Billable, 6.667 
05-05-2023,Employee 03,Billable, 8.000 
05-05-2023,Employee 03,Non-Billable, 0.500 
05-05-2023,Employee 05,Billable, 7.750 
05-05-2023,Employee 06,Billable, 7.083 
05-05-2023,Employee 07,Billable, 6.000 
05-05-2023,Employee 08,Billable, 10.333 
05-05-2023,Employee 11,Non-Billable, 8.000 
05-05-2023,Employee 12,Billable, 7.500 
05-05-2023,Employee 14,Billable, 7.333 
05-05-2023,Employee 17,Billable, 5.000 
05-05-2023,Employee 19,Billable, 3.000 
05-05-2023,Employee 19,Non-Billable, 5.000 
05-05-2023,Employee 20,Billable, 5.000 
05-05-2023,Employee 21,Billable, 7.500 
05-05-2023,Employee 24,Billable, 7.333 
05-05-2023,Employee 26,Non-Billable, 7.667 
05-05-2023,Employee 27,Non-Billable, 8.000 
05-05-2023,Employee 28,Billable, 5.250 
05-05-2023,Employee 28,Non-Billable, 2.250 
05-05-2023,Employee 29,Billable, 6.250 
05-05-2023,Employee 29,Non-Billable, 2.000 
07-05-2023,Employee 16,Non-Billable, 6.000 
08-05-2023,Employee 02,Non-Billable, -   
08-05-2023,Employee 03,Billable, 8.000 
08-05-2023,Employee 03,Non-Billable, 0.500 
08-05-2023,Employee 04,Non-Billable, 2.000 
08-05-2023,Employee 05,Billable, 7.667 
08-05-2023,Employee 06,Billable, 7.883 
08-05-2023,Employee 07,Billable, 8.083 
08-05-2023,Employee 08,Billable, 9.750 
08-05-2023,Employee 10,Billable, 8.000 
08-05-2023,Employee 11,Non-Billable, 8.000 
08-05-2023,Employee 12,Billable, 8.000 
08-05-2023,Employee 14,Billable, 7.750 
08-05-2023,Employee 15,Billable, 8.750 
08-05-2023,Employee 15,Non-Billable, 1.500 
08-05-2023,Employee 17,Billable, 6.000 
08-05-2023,Employee 19,Billable, 8.000 
08-05-2023,Employee 20,Billable, 9.250 
08-05-2023,Employee 21,Billable, 6.500 
08-05-2023,Employee 22,Billable, 8.250 
08-05-2023,Employee 24,Billable, 7.250 
08-05-2023,Employee 26,Non-Billable, 8.250 
08-05-2023,Employee 28,Billable, 5.000 
08-05-2023,Employee 28,Non-Billable, 2.250 
08-05-2023,Employee 29,Billable, 7.000 
08-05-2023,Employee 29,Non-Billable, 0.750 
08-05-2023,Employee 30,Billable, 7.000 
08-05-2023,Employee 30,Non-Billable, 1.500 
09-05-2023,Employee 02,Non-Billable, -   
09-05-2023,Employee 03,Billable, 6.500 
09-05-2023,Employee 03,Non-Billable, 1.500 
09-05-2023,Employee 05,Billable, 7.750 
09-05-2023,Employee 06,Billable, 8.000 
09-05-2023,Employee 07,Billable, 7.833 
09-05-2023,Employee 08,Billable, 10.417 
09-05-2023,Employee 10,Billable, 7.333 
09-05-2023,Employee 10,Non-Billable, 0.500 
09-05-2023,Employee 11,Non-Billable, 8.000 
09-05-2023,Employee 12,Billable, 8.500 
09-05-2023,Employee 14,Billable, 8.333 
09-05-2023,Employee 15,Billable, 8.583 
09-05-2023,Employee 17,Billable, 8.250 
09-05-2023,Employee 19,Billable, 8.000 
09-05-2023,Employee 20,Billable, 6.500 
09-05-2023,Employee 21,Billable, 6.800 
09-05-2023,Employee 22,Billable, 5.500 
09-05-2023,Employee 22,Non-Billable, 2.500 
09-05-2023,Employee 24,Billable, 7.000 
09-05-2023,Employee 26,Non-Billable, 7.750 
09-05-2023,Employee 28,Billable, 3.000 
09-05-2023,Employee 28,Non-Billable, 4.750 
09-05-2023,Employee 29,Billable, 7.500 
09-05-2023,Employee 29,Non-Billable, 1.500 
09-05-2023,Employee 30,Billable, 5.500 
09-05-2023,Employee 30,Non-Billable, 2.000 
10-05-2023,Employee 02,Billable, 0.250 
10-05-2023,Employee 02,Non-Billable, 7.083 
10-05-2023,Employee 03,Billable, 8.000 
10-05-2023,Employee 03,Non-Billable, 0.500 
10-05-2023,Employee 05,Billable, 7.500 
10-05-2023,Employee 06,Billable, 7.750 
10-05-2023,Employee 07,Billable, 7.750 
10-05-2023,Employee 08,Billable, 8.750 
10-05-2023,Employee 10,Billable, 7.233 
10-05-2023,Employee 10,Non-Billable, 0.250 
10-05-2023,Employee 11,Non-Billable, 8.000 
10-05-2023,Employee 12,Billable, 8.000 
10-05-2023,Employee 14,Billable, 7.833 
10-05-2023,Employee 15,Billable, 7.667 
10-05-2023,Employee 15,Non-Billable, 1.500 
10-05-2023,Employee 17,Billable, 8.750 
10-05-2023,Employee 19,Billable, 7.833 
10-05-2023,Employee 20,Billable, 7.667 
10-05-2023,Employee 21,Billable, 4.500 
10-05-2023,Employee 22,Billable, 5.500 
10-05-2023,Employee 22,Non-Billable, 1.500 
10-05-2023,Employee 24,Billable, 7.500 
10-05-2023,Employee 25,Billable, 7.833 
10-05-2023,Employee 26,Non-Billable, 7.500 
10-05-2023,Employee 28,Billable, 6.000 
10-05-2023,Employee 28,Non-Billable, 3.333 
10-05-2023,Employee 29,Billable, 6.500 
10-05-2023,Employee 29,Non-Billable, 1.333 
10-05-2023,Employee 30,Billable, 5.500 
10-05-2023,Employee 30,Non-Billable, 2.500 
11-05-2023,Employee 02,Non-Billable, 6.333 
11-05-2023,Employee 03,Billable, 8.500 
11-05-2023,Employee 05,Billable, 7.750 
11-05-2023,Employee 06,Billable, 8.333 
11-05-2023,Employee 07,Billable, 8.250 
11-05-2023,Employee 08,Billable, 8.833 
11-05-2023,Employee 10,Billable, 7.300 
11-05-2023,Employee 11,Non-Billable, 8.000 
11-05-2023,Employee 12,Billable, 8.000 
11-05-2023,Employee 14,Billable, 8.000 
11-05-2023,Employee 15,Billable, 6.333 
11-05-2023,Employee 15,Non-Billable, 2.000 
11-05-2023,Employee 17,Billable, 6.800 
11-05-2023,Employee 19,Billable, 7.083 
11-05-2023,Employee 20,Billable, 11.083 
11-05-2023,Employee 21,Billable, 4.500 
11-05-2023,Employee 22,Billable, 6.500 
11-05-2023,Employee 22,Non-Billable, 0.750 
11-05-2023,Employee 24,Billable, 7.750 
11-05-2023,Employee 25,Billable, 7.500 
11-05-2023,Employee 26,Non-Billable, 8.250 
11-05-2023,Employee 28,Billable, 3.000 
11-05-2023,Employee 28,Non-Billable, 4.333 
11-05-2023,Employee 29,Billable, 8.250 
11-05-2023,Employee 29,Non-Billable, 0.833 
11-05-2023,Employee 30,Billable, 4.500 
11-05-2023,Employee 30,Non-Billable, 2.500 
12-05-2023,Employee 02,Non-Billable, 7.333 
12-05-2023,Employee 03,Billable, 6.000 
12-05-2023,Employee 05,Billable, 7.500 
12-05-2023,Employee 06,Billable, 7.500 
12-05-2023,Employee 08,Billable, 7.000 
12-05-2023,Employee 10,Billable, 8.000 
12-05-2023,Employee 11,Non-Billable, 8.000 
12-05-2023,Employee 12,Billable, 7.000 
12-05-2023,Employee 14,Billable, 6.750 
12-05-2023,Employee 14,Non-Billable, 1.000 
12-05-2023,Employee 15,Billable, 6.250 
12-05-2023,Employee 15,Non-Billable, 2.000 
12-05-2023,Employee 17,Billable, 10.267 
12-05-2023,Employee 19,Billable, 7.500 
12-05-2023,Employee 20,Billable, 6.000 
12-05-2023,Employee 21,Billable, 4.500 
12-05-2023,Employee 22,Billable, 7.500 
12-05-2023,Employee 24,Billable, 7.583 
12-05-2023,Employee 25,Billable, 8.417 
12-05-2023,Employee 26,Non-Billable, 7.250 
12-05-2023,Employee 28,Billable, 3.500 
12-05-2023,Employee 28,Non-Billable, 4.250 
12-05-2023,Employee 29,Billable, 6.250 
12-05-2023,Employee 29,Non-Billable, 1.250 
12-05-2023,Employee 30,Billable, 4.500 
12-05-2023,Employee 30,Non-Billable, 2.500 
15-05-2023,Employee 01,Non-Billable, 8.000 
15-05-2023,Employee 02,Non-Billable, 6.750 
15-05-2023,Employee 03,Billable, 7.000 
15-05-2023,Employee 04,Billable, -   
15-05-2023,Employee 05,Billable, 6.500 
15-05-2023,Employee 07,Billable, 7.667 
15-05-2023,Employee 10,Billable, 7.250 
15-05-2023,Employee 11,Non-Billable, 8.000 
15-05-2023,Employee 12,Billable, 7.500 
15-05-2023,Employee 14,Billable, 6.833 
15-05-2023,Employee 14,Non-Billable, 1.250 
15-05-2023,Employee 15,Billable, 8.000 
15-05-2023,Employee 15,Non-Billable, 0.250 
15-05-2023,Employee 16,Non-Billable, 7.000 
15-05-2023,Employee 17,Billable, 6.750 
15-05-2023,Employee 19,Billable, 8.000 
15-05-2023,Employee 20,Billable, 4.500 
15-05-2023,Employee 21,Billable, 6.500 
15-05-2023,Employee 22,Billable, 5.000 
15-05-2023,Employee 22,Non-Billable, 2.000 
15-05-2023,Employee 24,Billable, 7.500 
15-05-2023,Employee 25,Billable, 7.833 
15-05-2023,Employee 26,Non-Billable, 8.500 
15-05-2023,Employee 28,Non-Billable, 6.833 
15-05-2023,Employee 29,Non-Billable, 8.000 
15-05-2023,Employee 30,Billable, 6.000 
15-05-2023,Employee 30,Non-Billable, 2.000 
16-05-2023,Employee 01,Non-Billable, 8.000 
16-05-2023,Employee 02,Non-Billable, 7.000 
16-05-2023,Employee 03,Billable, 7.500 
16-05-2023,Employee 04,Non-Billable, -   
16-05-2023,Employee 05,Billable, 6.750 
16-05-2023,Employee 06,Billable, 7.000 
16-05-2023,Employee 06,Non-Billable, 1.000 
16-05-2023,Employee 07,Billable, 7.583 
16-05-2023,Employee 07,Non-Billable, 0.500 
16-05-2023,Employee 08,Billable, 7.083 
16-05-2023,Employee 10,Billable, 5.500 
16-05-2023,Employee 11,Non-Billable, 8.000 
16-05-2023,Employee 12,Billable, 7.500 
16-05-2023,Employee 15,Billable, 6.667 
16-05-2023,Employee 15,Non-Billable, 1.000 
16-05-2023,Employee 16,Non-Billable, 7.500 
16-05-2023,Employee 17,Billable, 6.583 
16-05-2023,Employee 19,Billable, 8.000 
16-05-2023,Employee 20,Billable, 6.000 
16-05-2023,Employee 21,Billable, 6.500 
16-05-2023,Employee 22,Billable, 5.000 
16-05-2023,Employee 22,Non-Billable, 2.500 
16-05-2023,Employee 24,Billable, 8.500 
16-05-2023,Employee 25,Billable, 7.333 
16-05-2023,Employee 26,Non-Billable, 7.750 
16-05-2023,Employee 28,Non-Billable, 7.500 
16-05-2023,Employee 29,Non-Billable, 8.750 
16-05-2023,Employee 30,Billable, 5.500 
16-05-2023,Employee 30,Non-Billable, 2.500 
17-05-2023,Employee 01,Non-Billable, 8.000 
17-05-2023,Employee 02,Non-Billable, 6.667 
17-05-2023,Employee 03,Billable, 9.000 
17-05-2023,Employee 05,Billable, 6.500 
17-05-2023,Employee 06,Billable, 7.900 
17-05-2023,Employee 07,Billable, 7.000 
17-05-2023,Employee 07,Non-Billable, 0.500 
17-05-2023,Employee 08,Billable, 8.833 
17-05-2023,Employee 09,Billable, 2.000 
17-05-2023,Employee 10,Billable, 5.917 
17-05-2023,Employee 11,Non-Billable, 8.000 
17-05-2023,Employee 12,Billable, 7.000 
17-05-2023,Employee 14,Billable, 7.833 
17-05-2023,Employee 15,Billable, 8.500 
17-05-2023,Employee 16,Non-Billable, 6.000 
17-05-2023,Employee 17,Billable, 8.067 
17-05-2023,Employee 19,Billable, 7.917 
17-05-2023,Employee 20,Billable, 6.083 
17-05-2023,Employee 21,Billable, 6.500 
17-05-2023,Employee 22,Billable, 5.000 
17-05-2023,Employee 22,Non-Billable, 2.000 
17-05-2023,Employee 25,Billable, 7.667 
17-05-2023,Employee 26,Non-Billable, 8.833 
17-05-2023,Employee 28,Non-Billable, 6.750 
17-05-2023,Employee 29,Non-Billable, 9.500 
17-05-2023,Employee 30,Billable, 5.500 
17-05-2023,Employee 30,Non-Billable, 2.500 
18-05-2023,Employee 01,Non-Billable, 8.000 
18-05-2023,Employee 02,Non-Billable, 6.833 
18-05-2023,Employee 03,Billable, 7.000 
18-05-2023,Employee 05,Billable, 6.000 
18-05-2023,Employee 05,Non-Billable, 1.000 
18-05-2023,Employee 06,Billable, 7.650 
18-05-2023,Employee 06,Non-Billable, 0.583 
18-05-2023,Employee 07,Billable, 7.750 
18-05-2023,Employee 08,Billable, 7.750 
18-05-2023,Employee 10,Billable, 5.750 
18-05-2023,Employee 11,Non-Billable, 8.000 
18-05-2023,Employee 12,Billable, 7.000 
18-05-2023,Employee 14,Billable, 6.000 
18-05-2023,Employee 14,Non-Billable, 1.000 
18-05-2023,Employee 15,Billable, 7.833 
18-05-2023,Employee 15,Non-Billable, 0.167 
18-05-2023,Employee 16,Non-Billable, 6.750 
18-05-2023,Employee 17,Billable, 5.750 
18-05-2023,Employee 18,Non-Billable, 8.000 
18-05-2023,Employee 19,Billable, 7.167 
18-05-2023,Employee 20,Billable, 5.167 
18-05-2023,Employee 21,Billable, 7.500 
18-05-2023,Employee 22,Billable, 7.000 
18-05-2023,Employee 22,Non-Billable, 0.500 
18-05-2023,Employee 24,Billable, 7.750 
18-05-2023,Employee 25,Billable, 7.500 
18-05-2023,Employee 26,Billable, 0.500 
18-05-2023,Employee 26,Non-Billable, 7.000 
18-05-2023,Employee 28,Billable, 4.000 
18-05-2023,Employee 28,Non-Billable, 6.500 
18-05-2023,Employee 29,Billable, 6.000 
18-05-2023,Employee 29,Non-Billable, 4.250 
19-05-2023,Employee 01,Non-Billable, 8.000 
19-05-2023,Employee 02,Non-Billable, 7.250 
19-05-2023,Employee 03,Billable, 7.000 
19-05-2023,Employee 03,Non-Billable, 0.500 
19-05-2023,Employee 05,Billable, 6.250 
19-05-2023,Employee 05,Non-Billable, 0.500 
19-05-2023,Employee 06,Billable, 5.750 
19-05-2023,Employee 06,Non-Billable, 2.000 
19-05-2023,Employee 07,Billable, 7.500 
19-05-2023,Employee 07,Non-Billable, 0.750 
19-05-2023,Employee 08,Billable, 8.083 
19-05-2023,Employee 09,Billable, 2.000 
19-05-2023,Employee 10,Billable, 6.833 
19-05-2023,Employee 11,Non-Billable, 8.000 
19-05-2023,Employee 12,Billable, 7.333 
19-05-2023,Employee 14,Billable, 4.000 
19-05-2023,Employee 14,Non-Billable, 2.250 
19-05-2023,Employee 15,Billable, 8.250 
19-05-2023,Employee 16,Non-Billable, 5.000 
19-05-2023,Employee 18,Non-Billable, -   
19-05-2023,Employee 19,Billable, 8.000 
19-05-2023,Employee 20,Billable, 8.500 
19-05-2023,Employee 21,Billable, 7.500 
19-05-2023,Employee 22,Billable, 8.667 
19-05-2023,Employee 22,Non-Billable, 0.500 
19-05-2023,Employee 25,Billable, 7.833 
19-05-2023,Employee 26,Non-Billable, 7.500 
19-05-2023,Employee 28,Non-Billable, 7.250 
19-05-2023,Employee 29,Billable, 3.750 
19-05-2023,Employee 29,Non-Billable, 4.000 
19-05-2023,Employee 30,Billable, 5.500 
19-05-2023,Employee 30,Non-Billable, 1.500 
20-05-2023,Employee 10,Billable, 2.000 
22-05-2023,Employee 01,Non-Billable, 8.000 
22-05-2023,Employee 03,Billable, 8.500 
22-05-2023,Employee 04,Non-Billable, 8.000 
22-05-2023,Employee 05,Billable, 6.667 
22-05-2023,Employee 06,Billable, 8.217 
22-05-2023,Employee 07,Billable, 8.500 
22-05-2023,Employee 08,Billable, 8.083 
22-05-2023,Employee 10,Billable, 5.750 
22-05-2023,Employee 11,Non-Billable, 8.000 
22-05-2023,Employee 12,Billable, 8.000 
22-05-2023,Employee 14,Billable, 7.333 
22-05-2023,Employee 14,Non-Billable, 0.500 
22-05-2023,Employee 15,Billable, 8.833 
22-05-2023,Employee 16,Non-Billable, 6.000 
22-05-2023,Employee 17,Billable, 7.050 
22-05-2023,Employee 18,Non-Billable, 8.000 
22-05-2023,Employee 19,Billable, 7.250 
22-05-2023,Employee 20,Billable, 8.250 
22-05-2023,Employee 21,Billable, 5.500 
22-05-2023,Employee 22,Billable, 5.500 
22-05-2023,Employee 22,Non-Billable, 1.500 
22-05-2023,Employee 24,Billable, 7.250 
22-05-2023,Employee 25,Billable, 7.917 
22-05-2023,Employee 28,Billable, 6.000 
22-05-2023,Employee 28,Non-Billable, 1.500 
22-05-2023,Employee 29,Non-Billable, 7.500 
22-05-2023,Employee 30,Billable, 8.000 
23-05-2023,Employee 01,Non-Billable, 8.000 
23-05-2023,Employee 02,Non-Billable, 6.917 
23-05-2023,Employee 03,Billable, 8.000 
23-05-2023,Employee 04,Non-Billable, 8.000 
23-05-2023,Employee 06,Billable, 7.333 
23-05-2023,Employee 06,Non-Billable, 0.667 
23-05-2023,Employee 07,Billable, 7.333 
23-05-2023,Employee 07,Non-Billable, 0.500 
23-05-2023,Employee 10,Billable, 4.000 
23-05-2023,Employee 11,Non-Billable, 8.000 
23-05-2023,Employee 12,Billable, 7.500 
23-05-2023,Employee 14,Billable, 8.083 
23-05-2023,Employee 15,Billable, 12.500 
23-05-2023,Employee 17,Billable, 7.500 
23-05-2023,Employee 18,Non-Billable, 8.000 
23-05-2023,Employee 20,Billable, 6.250 
23-05-2023,Employee 20,Non-Billable, 1.000 
23-05-2023,Employee 21,Billable, 5.500 
23-05-2023,Employee 22,Billable, 3.500 
23-05-2023,Employee 22,Non-Billable, 3.000 
23-05-2023,Employee 24,Billable, 6.750 
23-05-2023,Employee 24,Non-Billable, 0.500 
23-05-2023,Employee 25,Billable, 7.333 
23-05-2023,Employee 26,Non-Billable, 8.583 
23-05-2023,Employee 28,Billable, 7.000 
23-05-2023,Employee 28,Non-Billable, 1.000 
23-05-2023,Employee 29,Non-Billable, 9.000 
23-05-2023,Employee 30,Billable, 8.500 
24-05-2023,Employee 01,Non-Billable, 8.000 
24-05-2023,Employee 02,Non-Billable, 2.917 
24-05-2023,Employee 03,Billable, 10.000 
24-05-2023,Employee 04,Non-Billable, 8.000 
24-05-2023,Employee 05,Billable, 8.000 
24-05-2023,Employee 06,Billable, 7.967 
24-05-2023,Employee 06,Non-Billable, 0.500 
24-05-2023,Employee 07,Billable, 8.000 
24-05-2023,Employee 07,Non-Billable, 0.500 
24-05-2023,Employee 08,Billable, 6.250 
24-05-2023,Employee 10,Billable, 10.750 
24-05-2023,Employee 11,Non-Billable, 8.000 
24-05-2023,Employee 12,Billable, 7.750 
24-05-2023,Employee 14,Billable, 8.167 
24-05-2023,Employee 15,Billable, 8.250 
24-05-2023,Employee 16,Non-Billable, 7.000 
24-05-2023,Employee 17,Billable, 6.833 
24-05-2023,Employee 18,Non-Billable, 8.000 
24-05-2023,Employee 20,Billable, 8.667 
24-05-2023,Employee 21,Billable, 9.500 
24-05-2023,Employee 24,Billable, 4.250 
24-05-2023,Employee 24,Non-Billable, 3.500 
24-05-2023,Employee 25,Billable, 7.750 
24-05-2023,Employee 26,Non-Billable, 8.167 
24-05-2023,Employee 28,Billable, 6.000 
24-05-2023,Employee 28,Non-Billable, 1.500 
24-05-2023,Employee 29,Non-Billable, 7.500 
24-05-2023,Employee 30,Billable, 8.750 
25-05-2023,Employee 01,Non-Billable, 8.000 
25-05-2023,Employee 04,Non-Billable, 8.000 
25-05-2023,Employee 05,Billable, 8.583 
25-05-2023,Employee 06,Billable, 7.867 
25-05-2023,Employee 07,Billable, 6.167 
25-05-2023,Employee 07,Non-Billable, 1.667 
25-05-2023,Employee 08,Billable, 7.750 
25-05-2023,Employee 08,Non-Billable, 1.000 
25-05-2023,Employee 10,Billable, 7.667 
25-05-2023,Employee 11,Non-Billable, 8.000 
25-05-2023,Employee 12,Billable, 8.000 
25-05-2023,Employee 14,Billable, 7.750 
25-05-2023,Employee 15,Billable, 7.500 
25-05-2023,Employee 16,Non-Billable, 7.000 
25-05-2023,Employee 17,Billable, 9.500 
25-05-2023,Employee 18,Non-Billable, 8.000 
25-05-2023,Employee 19,Billable, 8.000 
25-05-2023,Employee 20,Billable, 7.333 
25-05-2023,Employee 20,Non-Billable, 0.500 
25-05-2023,Employee 21,Billable, 9.500 
25-05-2023,Employee 22,Billable, 5.583 
25-05-2023,Employee 22,Non-Billable, 2.000 
25-05-2023,Employee 24,Billable, 7.417 
25-05-2023,Employee 24,Non-Billable, 0.500 
25-05-2023,Employee 25,Billable, 8.583 
25-05-2023,Employee 26,Non-Billable, 8.250 
25-05-2023,Employee 28,Billable, 7.500 
25-05-2023,Employee 28,Non-Billable, 2.000 
25-05-2023,Employee 30,Billable, 8.250 
26-05-2023,Employee 01,Non-Billable, 8.000 
26-05-2023,Employee 04,Non-Billable, 8.000 
26-05-2023,Employee 05,Billable, 6.083 
26-05-2023,Employee 05,Non-Billable, 1.000 
26-05-2023,Employee 06,Billable, 7.750 
26-05-2023,Employee 06,Non-Billable, 0.750 
26-05-2023,Employee 07,Billable, 4.500 
26-05-2023,Employee 07,Non-Billable, 2.000 
26-05-2023,Employee 08,Billable, 6.333 
26-05-2023,Employee 08,Non-Billable, 1.833 
26-05-2023,Employee 10,Billable, 8.667 
26-05-2023,Employee 11,Non-Billable, 8.000 
26-05-2023,Employee 12,Billable, 7.000 
26-05-2023,Employee 12,Non-Billable, 1.000 
26-05-2023,Employee 14,Billable, 6.250 
26-05-2023,Employee 14,Non-Billable, 1.000 
26-05-2023,Employee 15,Billable, 7.500 
26-05-2023,Employee 16,Non-Billable, 6.000 
26-05-2023,Employee 17,Billable, 7.000 
