SNo,E. Code,Name,Shift,S. InTime,S. OutTime,A. InTime,A. OutTime,Work Dur.,OT,Tot. Dur.,LateBy,EarlyGoingBy,Status,Punch Records,Date,In_Hours,Missed_swipe_ins,Missed_swipe_outs,Difference
34,00046,00046,GS,09:30,23:30,11:47,18:05,6:18,00:00,6:18,2:17,5:24,Present ,"11:47:in(Aidas Tech),13:06:out(Aidas Tech),13:47:in(Aidas Tech),13:47:(Aidas Tech),16:07:out(Aidas Tech),16:13:in(Aidas Tech),16:18:(Aidas Tech),17:39:out(Aidas Tech),17:41:(Aidas Tech),17:42:(Aidas Tech),17:47:in(Aidas Tech),17:47:(Aidas Tech),17:47:(Aidas Tech),18:05:out(Aidas Tech),",2023-05-12 00:00:00,05:18,0,6,01:00
35,00049,00049,GS,09:30,23:30,15:12,20:01,4:49,00:00,4:49,5:42,3:28,Present ,"15:12:in(Aidas Tech),15:18:out(Aidas Tech),15:19:(Aidas Tech),15:19:(Aidas Tech),17:39:in(Aidas Tech),17:41:(Aidas Tech),17:53:out(Aidas Tech),18:20:in(Aidas Tech),18:20:(Aidas Tech),20:01:out(Aidas Tech),",2023-05-12 00:00:00,01:59,0,4,02:50
1,00000,00000,GS,09:30,23:30,10:57,20:21,9:24,00:00,9:24,1:27,3:08,Present ,"10:57:in(Aidas Tech),13:35:out(Aidas Tech),14:31:in(Aidas Tech),15:55:out(Aidas Tech),15:58:(Aidas Tech),19:16:in(Aidas Tech),19:20:(Aidas Tech),19:20:(Aidas Tech),20:21:out(Aidas Tech),",2023-05-15 00:00:00,05:03,0,3,04:21
5,1,1,GS,09:30,23:30,14:39,19:49,5:06,00:00,5:06,5:09,3:44,Present ,"14:39:in(Aidas Tech),14:39:(Aidas Tech),17:35:out(Aidas Tech),17:37:(Aidas Tech),19:10:in(Aidas Tech),19:10:(Aidas Tech),19:12:(Aidas Tech),19:12:(Aidas Tech),19:45:out(Aidas Tech),19:46:(Aidas Tech),19:46:(Aidas Tech),19:49:(Aidas Tech),",2023-05-15 00:00:00,03:29,0,7,01:37
6,0003,0003,GS,09:30,23:30,12:39,22:37,9:58,00:00,9:58,3:09,00:52,Present ,"12:39:in(Aidas Tech),14:02:out(Aidas Tech),14:03:(Aidas Tech),16:12:in(Aidas Tech),18:08:out(Aidas Tech),18:57:in(Aidas Tech),20:19:out(Aidas Tech),21:47:in(Aidas Tech),22:13:out(Aidas Tech),22:37:in(Aidas Tech),",2023-05-15 00:00:00,05:07,0,1,04:51
8,006,006,GS,09:30,23:30,12:13,21:52,9:39,00:00,9:39,2:43,1:37,Present ,"12:13:in(Aidas Tech),14:13:out(Aidas Tech),14:22:in(Aidas Tech),15:45:out(Aidas Tech),16:21:in(Aidas Tech),18:09:out(Aidas Tech),18:50:in(Aidas Tech),18:50:(Aidas Tech),20:55:out(Aidas Tech),21:01:in(Aidas Tech),21:01:(Aidas Tech),21:52:out(Aidas Tech),",2023-05-15 00:00:00,08:07,0,2,01:32
9,007,007,GS,09:30,23:30,13:09,21:47,8:38,00:00,8:38,3:39,1:42,Present ,"13:09:in(Aidas Tech),13:09:(Aidas Tech),18:10:out(Aidas Tech),18:44:in(Aidas Tech),21:47:out(Aidas Tech),",2023-05-15 00:00:00,08:04,0,1,00:34
10,00007,00007,GS,09:30,23:30,11:26,19:57,8:29,00:00,8:29,1:56,3:34,Present ,"11:26:in(Aidas Tech),13:43:out(Aidas Tech),14:02:in(Aidas Tech),15:06:out(Aidas Tech),15:11:in(Aidas Tech),16:39:out(Aidas Tech),17:16:in(Aidas Tech),19:55:out(Aidas Tech),19:57:(Aidas Tech),19:57:(Aidas Tech),",2023-05-15 00:00:00,07:28,0,1,01:01
11,0008,0008,GS,09:30,23:30,13:24,00:51,10:06,1:21,11:27,3:54,00:00,Present ,"13:24:in(Aidas Tech),14:30:out(Aidas Tech),14:33:(Aidas Tech),14:33:(Aidas Tech),16:31:in(Aidas Tech),17:02:out(Aidas Tech),17:02:(Aidas Tech),20:03:in(Aidas Tech),20:06:(Aidas Tech),20:06:(Aidas Tech),21:32:out(Aidas Tech),21:59:in(Aidas Tech),22:02:(Aidas Tech),22:13:out(Aidas Tech),22:13:(Aidas Tech),00:51:in(Aidas Tech),",2023-05-15 00:00:00,03:14,0,7,06:52
12,0009,0009,GS,09:30,23:30,12:13,21:52,9:39,00:00,9:39,2:43,1:37,Present ,"12:13:in(Aidas Tech),13:40:out(Aidas Tech),13:59:in(Aidas Tech),13:59:(Aidas Tech),18:09:out(Aidas Tech),18:44:in(Aidas Tech),18:44:(Aidas Tech),19:46:out(Aidas Tech),19:53:in(Aidas Tech),19:53:(Aidas Tech),21:52:out(Aidas Tech),",2023-05-15 00:00:00,08:38,0,3,01:01
13,010,010,GS,09:30,23:30,09:42,18:08,8:26,00:00,8:26,00:00,5:21,Present ,"09:42:in(Aidas Tech),10:36:out(Aidas Tech),11:02:in(Aidas Tech),13:10:out(Aidas Tech),13:57:in(Aidas Tech),13:59:(Aidas Tech),14:14:out(Aidas Tech),15:37:in(Aidas Tech),15:55:out(Aidas Tech),15:55:(Aidas Tech),18:03:in(Aidas Tech),18:07:(Aidas Tech),18:07:(Aidas Tech),18:08:out(Aidas Tech),",2023-05-15 00:00:00,03:36,0,4,04:50
14,00015,00015,GS,09:30,23:30,14:15,20:38,6:23,00:00,6:23,4:45,2:51,Present ,"14:15:in(Aidas Tech),14:15:(Aidas Tech),15:37:out(Aidas Tech),15:55:in(Aidas Tech),18:26:out(Aidas Tech),20:38:in(Aidas Tech),",2023-05-15 00:00:00,03:53,0,1,02:30
16,00018,00018,GS,09:30,23:30,08:05,17:13,7:44,00:00,7:44,00:00,6:16,Present ,"08:05:in(Aidas Tech),08:05:(Aidas Tech),09:36:out(Aidas Tech),10:03:in(Aidas Tech),10:03:(Aidas Tech),13:41:out(Aidas Tech),14:14:in(Aidas Tech),17:13:out(Aidas Tech),",2023-05-15 00:00:00,08:08,0,2,-1:36
17,00019,00019,GS,09:30,23:30,14:09,21:18,7:09,00:00,7:09,4:39,2:11,Present ,"14:09:in(Aidas Tech),14:09:(Aidas Tech),16:11:out(Aidas Tech),16:17:in(Aidas Tech),16:31:out(Aidas Tech),17:02:in(Aidas Tech),18:57:out(Aidas Tech),18:59:(Aidas Tech),21:18:in(Aidas Tech),",2023-05-15 00:00:00,04:11,0,2,02:58
18,00021,00021,GS,09:30,23:30,09:58,19:46,9:48,00:00,9:48,00:28,3:43,Present ,"09:58:in(Aidas Tech),10:03:out(Aidas Tech),10:14:in(Aidas Tech),11:38:out(Aidas Tech),13:41:in(Aidas Tech),14:12:out(Aidas Tech),14:12:(Aidas Tech),16:33:in(Aidas Tech),16:34:(Aidas Tech),16:54:out(Aidas Tech),16:54:(Aidas Tech),17:27:in(Aidas Tech),17:27:(Aidas Tech),17:29:(Aidas Tech),19:46:out(Aidas Tech),",2023-05-15 00:00:00,04:37,0,5,05:11
19,00024,00024,GS,09:30,23:30,15:35,21:01,5:26,00:00,5:26,6:05,2:28,Present ,"15:35:in(Aidas Tech),16:31:out(Aidas Tech),17:15:in(Aidas Tech),21:01:out(Aidas Tech),",2023-05-15 00:00:00,04:42,0,0,00:44
21,00027,00027,GS,09:30,23:30,12:22,22:33,10:11,00:00,10:11,2:52,00:56,Present ,"12:22:in(Aidas Tech),13:10:out(Aidas Tech),13:57:in(Aidas Tech),15:05:out(Aidas Tech),15:07:(Aidas Tech),15:07:(Aidas Tech),16:42:in(Aidas Tech),16:44:(Aidas Tech),16:46:(Aidas Tech),16:46:(Aidas Tech),17:15:out(Aidas Tech),18:15:in(Aidas Tech),18:16:(Aidas Tech),20:10:out(Aidas Tech),20:12:(Aidas Tech),20:12:(Aidas Tech),20:43:in(Aidas Tech),21:10:out(Aidas Tech),21:35:in(Aidas Tech),21:37:(Aidas Tech),22:10:out(Aidas Tech),22:18:in(Aidas Tech),22:33:out(Aidas Tech),",2023-05-15 00:00:00,05:34,0,9,04:37
22,00028,00028,GS,09:30,23:30,13:49,21:55,8:06,00:00,8:06,4:19,1:34,Present ,"13:49:in(Aidas Tech),13:50:(Aidas Tech),13:51:(Aidas Tech),14:12:out(Aidas Tech),14:44:in(Aidas Tech),15:36:out(Aidas Tech),15:45:in(Aidas Tech),15:45:(Aidas Tech),16:13:out(Aidas Tech),16:29:in(Aidas Tech),16:29:(Aidas Tech),18:11:out(Aidas Tech),18:56:in(Aidas Tech),21:01:out(Aidas Tech),21:55:in(Aidas Tech),",2023-05-15 00:00:00,05:28,0,4,02:38
23,00030,00030,GS,09:30,23:30,10:21,19:59,9:36,00:00,9:36,00:51,3:32,Present ,"10:21:in(Aidas Tech),10:21:(Aidas Tech),10:36:out(Aidas Tech),11:02:in(Aidas Tech),11:02:(Aidas Tech),13:10:out(Aidas Tech),13:57:in(Aidas Tech),16:46:out(Aidas Tech),17:14:in(Aidas Tech),19:57:out(Aidas Tech),19:58:(Aidas Tech),19:59:(Aidas Tech),",2023-05-15 00:00:00,07:55,0,3,01:41
26,00034,00034,GS,09:30,23:30,11:38,18:24,6:46,00:00,6:46,2:08,5:05,Present ,"11:38:in(Aidas Tech),13:10:out(Aidas Tech),13:57:in(Aidas Tech),15:42:out(Aidas Tech),15:48:in(Aidas Tech),18:24:out(Aidas Tech),",2023-05-15 00:00:00,05:53,0,0,00:53
27,00035,00035,GS,09:30,23:30,12:10,21:52,9:42,00:00,9:42,2:40,1:37,Present ,"12:10:in(Aidas Tech),12:10:(Aidas Tech),14:13:out(Aidas Tech),14:22:in(Aidas Tech),15:45:out(Aidas Tech),16:21:in(Aidas Tech),17:55:out(Aidas Tech),18:50:in(Aidas Tech),21:52:out(Aidas Tech),",2023-05-15 00:00:00,08:02,0,1,01:40
28,00036,00036,GS,09:30,23:30,12:09,17:28,5:19,00:00,5:19,2:39,6:01,Present ,"12:09:in(Aidas Tech),14:13:out(Aidas Tech),14:22:in(Aidas Tech),15:13:out(Aidas Tech),15:37:in(Aidas Tech),16:55:out(Aidas Tech),17:16:in(Aidas Tech),17:28:out(Aidas Tech),",2023-05-15 00:00:00,04:25,0,0,00:54
29,00038,00038,GS,09:30,23:30,10:27,17:30,7:00,00:00,7:00,00:57,6:02,Present ,"10:27:in(Aidas Tech),10:43:out(Aidas Tech),10:44:(Aidas Tech),11:00:in(Aidas Tech),11:02:(Aidas Tech),12:38:out(Aidas Tech),12:53:in(Aidas Tech),14:01:out(Aidas Tech),14:45:in(Aidas Tech),16:29:out(Aidas Tech),17:27:in(Aidas Tech),17:28:(Aidas Tech),17:30:(Aidas Tech),",2023-05-15 00:00:00,04:44,0,4,02:16
30,000039,00048,GS,09:30,23:30,11:24,23:51,12:27,00:00,12:27,1:54,00:00,Present ,"11:24:in(Aidas Tech),11:52:out(Aidas Tech),12:19:in(Aidas Tech),12:41:out(Aidas Tech),12:45:(Aidas Tech),13:37:in(Aidas Tech),13:38:(Aidas Tech),13:40:(Aidas Tech),14:09:out(Aidas Tech),14:31:in(Aidas Tech),16:16:out(Aidas Tech),18:24:in(Aidas Tech),20:14:out(Aidas Tech),21:52:in(Aidas Tech),23:07:out(Aidas Tech),23:51:in(Aidas Tech),",2023-05-15 00:00:00,06:09,0,3,06:18
31,00041,00041,GS,09:30,23:30,09:42,19:57,10:15,00:00,10:15,00:00,3:32,Present ,"09:42:in(Aidas Tech),10:36:out(Aidas Tech),11:02:in(Aidas Tech),11:26:out(Aidas Tech),11:35:in(Aidas Tech),13:10:out(Aidas Tech),14:14:in(Aidas Tech),16:46:out(Aidas Tech),17:14:in(Aidas Tech),17:57:out(Aidas Tech),18:01:(Aidas Tech),18:01:(Aidas Tech),19:57:in(Aidas Tech),",2023-05-15 00:00:00,06:08,0,2,04:07
33,0045,0045,GS,09:30,23:30,13:37,21:13,7:36,00:00,7:36,4:07,2:16,Present ,"13:37:in(Aidas Tech),16:04:out(Aidas Tech),16:41:in(Aidas Tech),16:41:(Aidas Tech),17:26:out(Aidas Tech),17:27:(Aidas Tech),19:03:in(Aidas Tech),19:05:(Aidas Tech),19:05:(Aidas Tech),21:13:out(Aidas Tech),",2023-05-15 00:00:00,05:20,0,4,02:16
34,00046,00046,GS,09:30,23:30,11:24,18:24,7:00,00:00,7:00,1:54,5:05,Present ,"11:24:in(Aidas Tech),11:29:out(Aidas Tech),11:38:in(Aidas Tech),11:38:(Aidas Tech),13:01:out(Aidas Tech),13:37:in(Aidas Tech),13:40:(Aidas Tech),13:52:out(Aidas Tech),13:54:(Aidas Tech),14:04:in(Aidas Tech),14:04:(Aidas Tech),15:58:out(Aidas Tech),16:41:in(Aidas Tech),16:41:(Aidas Tech),18:14:out(Aidas Tech),18:17:(Aidas Tech),18:24:in(Aidas Tech),",2023-05-15 00:00:00,05:07,0,6,01:53
35,00049,00049,GS,09:30,23:30,16:58,02:02,6:32,2:32,9:04,7:28,00:00,Present ,"16:58:in(Aidas Tech),16:58:(Aidas Tech),18:39:out(Aidas Tech),18:58:in(Aidas Tech),19:49:out(Aidas Tech),19:49:(Aidas Tech),20:41:in(Aidas Tech),21:10:out(Aidas Tech),21:11:(Aidas Tech),21:14:(Aidas Tech),21:14:(Aidas Tech),21:53:in(Aidas Tech),21:54:(Aidas Tech),23:51:out(Aidas Tech),00:06:in(Aidas Tech),01:27:out(Aidas Tech),01:30:(Aidas Tech),01:30:(Aidas Tech),02:02:in(Aidas Tech),",2023-05-15 00:00:00,06:19,0,8,00:13
1,00000,00000,GS,09:30,23:30,11:19,20:23,9:04,00:00,9:04,1:49,3:06,Present ,"11:19:in(Aidas Tech),13:20:out(Aidas Tech),14:02:in(Aidas Tech),16:14:out(Aidas Tech),16:17:(Aidas Tech),16:17:(Aidas Tech),18:03:in(Aidas Tech),18:06:(Aidas Tech),18:06:(Aidas Tech),20:23:out(Aidas Tech),",2023-05-16 00:00:00,06:30,0,4,02:34
6,0003,0003,GS,09:30,23:30,11:29,23:00,11:31,00:00,11:31,1:59,00:29,Present ,"11:29:in(Aidas Tech),11:49:out(Aidas Tech),13:06:in(Aidas Tech),13:15:out(Aidas Tech),13:17:(Aidas Tech),14:05:in(Aidas Tech),16:46:out(Aidas Tech),18:35:in(Aidas Tech),19:07:out(Aidas Tech),19:11:(Aidas Tech),19:12:(Aidas Tech),22:46:in(Aidas Tech),23:00:out(Aidas Tech),",2023-05-16 00:00:00,03:56,0,3,07:35
7,00005,00005,GS,09:30,23:30,13:57,21:28,7:31,00:00,7:31,4:27,2:01,Present ,"13:57:in(Aidas Tech),18:14:out(Aidas Tech),18:18:(Aidas Tech),18:18:(Aidas Tech),18:18:(Aidas Tech),18:53:in(Aidas Tech),18:53:(Aidas Tech),21:28:out(Aidas Tech),",2023-05-16 00:00:00,06:52,0,4,00:39
8,006,006,GS,09:30,23:30,12:30,21:50,9:20,00:00,9:20,3:00,1:39,Present ,"12:30:in(Aidas Tech),16:47:out(Aidas Tech),16:49:(Aidas Tech),16:49:(Aidas Tech),17:38:in(Aidas Tech),18:07:out(Aidas Tech),21:50:in(Aidas Tech),",2023-05-16 00:00:00,04:46,0,2,04:34
9,007,007,GS,09:30,23:30,12:07,22:16,10:09,00:00,10:09,2:37,1:13,Present ,"12:07:in(Aidas Tech),12:07:(Aidas Tech),13:49:out(Aidas Tech),14:26:in(Aidas Tech),14:26:(Aidas Tech),18:19:out(Aidas Tech),18:52:in(Aidas Tech),22:16:out(Aidas Tech),",2023-05-16 00:00:00,08:59,0,2,01:10
10,00007,00007,GS,09:30,23:30,11:16,19:16,8:00,00:00,8:00,1:46,4:13,Present ,"11:16:in(Aidas Tech),17:06:out(Aidas Tech),17:33:in(Aidas Tech),17:35:(Aidas Tech),18:30:out(Aidas Tech),18:35:(Aidas Tech),19:16:in(Aidas Tech),",2023-05-16 00:00:00,06:45,0,2,01:15
11,0008,0008,GS,09:30,23:30,13:57,00:58,9:33,1:28,11:01,4:27,00:00,Present ,"13:57:in(Aidas Tech),13:57:(Aidas Tech),15:51:out(Aidas Tech),16:14:in(Aidas Tech),16:14:(Aidas Tech),17:38:out(Aidas Tech),18:06:in(Aidas Tech),18:06:(Aidas Tech),20:39:out(Aidas Tech),20:42:(Aidas Tech),20:42:(Aidas Tech),21:49:in(Aidas Tech),22:14:out(Aidas Tech),00:58:in(Aidas Tech),",2023-05-16 00:00:00,06:16,0,5,03:17
12,0009,0009,GS,09:30,23:30,13:15,21:40,8:25,00:00,8:25,3:45,1:49,Present ,"13:15:in(Aidas Tech),13:51:out(Aidas Tech),14:26:in(Aidas Tech),14:26:(Aidas Tech),15:50:out(Aidas Tech),15:54:(Aidas Tech),18:19:in(Aidas Tech),18:52:out(Aidas Tech),18:52:(Aidas Tech),20:24:in(Aidas Tech),20:26:(Aidas Tech),20:26:(Aidas Tech),21:40:out(Aidas Tech),",2023-05-16 00:00:00,03:47,0,5,04:38
13,010,010,GS,09:30,23:30,09:19,18:05,8:36,00:00,8:36,00:00,5:24,Present ,"09:19:in(Aidas Tech),09:19:(Aidas Tech),09:45:out(Aidas Tech),10:11:in(Aidas Tech),10:12:(Aidas Tech),13:59:out(Aidas Tech),14:29:in(Aidas Tech),15:07:out(Aidas Tech),15:25:in(Aidas Tech),18:05:out(Aidas Tech),",2023-05-16 00:00:00,07:31,0,2,01:05
14,00015,00015,GS,09:30,23:30,10:10,22:05,11:55,00:00,11:55,00:40,1:24,Present ,"10:10:in(Aidas Tech),11:49:out(Aidas Tech),11:52:(Aidas Tech),11:53:(Aidas Tech),13:41:in(Aidas Tech),14:05:out(Aidas Tech),16:19:in(Aidas Tech),16:20:(Aidas Tech),16:20:(Aidas Tech),16:52:out(Aidas Tech),17:01:in(Aidas Tech),19:07:out(Aidas Tech),21:04:in(Aidas Tech),21:20:out(Aidas Tech),22:05:in(Aidas Tech),",2023-05-16 00:00:00,04:57,0,4,06:58
16,00018,00018,GS,09:30,23:30,08:19,17:17,7:48,00:00,7:48,00:00,6:12,Present ,"08:19:in(Aidas Tech),09:45:out(Aidas Tech),10:16:in(Aidas Tech),14:00:out(Aidas Tech),14:03:(Aidas Tech),14:08:in(Aidas Tech),14:08:(Aidas Tech),14:09:(Aidas Tech),14:34:out(Aidas Tech),17:17:in(Aidas Tech),",2023-05-16 00:00:00,05:35,0,3,02:13
17,00019,00019,GS,09:30,23:30,12:16,21:46,9:30,00:00,9:30,2:46,1:43,Present ,"12:16:in(Aidas Tech),13:49:out(Aidas Tech),14:26:in(Aidas Tech),17:38:out(Aidas Tech),18:07:in(Aidas Tech),21:04:out(Aidas Tech),21:09:(Aidas Tech),21:46:in(Aidas Tech),",2023-05-16 00:00:00,07:42,0,1,01:48
18,00021,00021,GS,09:30,23:30,12:16,19:16,7:00,00:00,7:00,2:46,4:13,Present ,"12:16:in(Aidas Tech),13:45:out(Aidas Tech),13:53:in(Aidas Tech),14:04:out(Aidas Tech),14:34:in(Aidas Tech),14:38:(Aidas Tech),14:46:out(Aidas Tech),18:43:in(Aidas Tech),18:51:out(Aidas Tech),19:16:in(Aidas Tech),",2023-05-16 00:00:00,01:56,0,1,05:04
19,00024,00024,GS,09:30,23:30,13:57,19:34,5:37,00:00,5:37,4:27,3:55,Present ,"13:57:in(Aidas Tech),19:34:out(Aidas Tech),",2023-05-16 00:00:00,05:37,0,0,00:00
20,00026,00026,GS,09:30,23:30,13:55,23:13,9:18,00:00,9:18,4:25,00:16,Present ,"13:55:in(Aidas Tech),14:45:out(Aidas Tech),14:48:(Aidas Tech),15:44:in(Aidas Tech),15:50:out(Aidas Tech),15:50:(Aidas Tech),18:19:in(Aidas Tech),18:52:out(Aidas Tech),21:29:in(Aidas Tech),21:56:out(Aidas Tech),21:56:(Aidas Tech),22:59:in(Aidas Tech),23:00:(Aidas Tech),23:13:out(Aidas Tech),",2023-05-16 00:00:00,02:09,0,4,07:09
21,00027,00027,GS,09:30,23:30,12:14,22:28,10:14,00:00,10:14,2:44,1:01,Present ,"12:14:in(Aidas Tech),13:55:out(Aidas Tech),14:30:in(Aidas Tech),14:30:(Aidas Tech),16:14:out(Aidas Tech),16:17:(Aidas Tech),16:17:(Aidas Tech),18:06:in(Aidas Tech),18:42:out(Aidas Tech),18:42:(Aidas Tech),19:06:in(Aidas Tech),19:08:(Aidas Tech),19:59:out(Aidas Tech),20:48:in(Aidas Tech),20:51:(Aidas Tech),20:52:(Aidas Tech),22:08:out(Aidas Tech),22:09:(Aidas Tech),22:28:in(Aidas Tech),",2023-05-16 00:00:00,06:08,0,8,04:06
22,00028,00028,GS,09:30,23:30,15:02,22:04,7:02,00:00,7:02,5:32,1:25,Present ,"15:02:in(Aidas Tech),15:23:out(Aidas Tech),15:42:in(Aidas Tech),16:43:out(Aidas Tech),17:01:in(Aidas Tech),18:23:out(Aidas Tech),18:28:(Aidas Tech),18:45:in(Aidas Tech),18:45:(Aidas Tech),20:41:out(Aidas Tech),20:42:(Aidas Tech),20:42:(Aidas Tech),21:03:in(Aidas Tech),21:04:(Aidas Tech),21:21:out(Aidas Tech),22:04:in(Aidas Tech),",2023-05-16 00:00:00,04:57,0,5,02:05
23,00030,00030,GS,09:30,23:30,09:40,19:55,10:15,00:00,10:15,00:00,3:34,Present ,"09:40:in(Aidas Tech),09:45:out(Aidas Tech),10:16:in(Aidas Tech),10:16:(Aidas Tech),13:59:out(Aidas Tech),14:30:in(Aidas Tech),18:05:out(Aidas Tech),18:42:in(Aidas Tech),19:55:out(Aidas Tech),",2023-05-16 00:00:00,08:36,0,1,01:39
26,00034,00034,GS,09:30,23:30,11:16,18:03,6:47,00:00,6:47,1:46,5:26,Present ,"11:16:in(Aidas Tech),12:04:out(Aidas Tech),12:09:(Aidas Tech),13:59:in(Aidas Tech),14:28:out(Aidas Tech),14:29:(Aidas Tech),14:39:in(Aidas Tech),14:46:out(Aidas Tech),14:46:(Aidas Tech),18:03:in(Aidas Tech),",2023-05-16 00:00:00,01:24,0,3,05:23
27,00035,00035,GS,09:30,23:30,12:30,21:50,9:20,00:00,9:20,3:00,1:39,Present ,"12:30:in(Aidas Tech),14:08:out(Aidas Tech),14:14:in(Aidas Tech),14:14:(Aidas Tech),17:00:out(Aidas Tech),17:13:in(Aidas Tech),17:13:(Aidas Tech),17:38:out(Aidas Tech),18:07:in(Aidas Tech),21:50:out(Aidas Tech),",2023-05-16 00:00:00,08:32,0,2,00:48
30,000039,00048,GS,09:30,23:30,11:16,23:13,11:57,00:00,11:57,1:46,00:16,Present ,"11:16:in(Aidas Tech),11:45:out(Aidas Tech),14:46:in(Aidas Tech),15:56:out(Aidas Tech),17:24:in(Aidas Tech),17:42:out(Aidas Tech),18:03:in(Aidas Tech),20:40:out(Aidas Tech),21:27:in(Aidas Tech),21:52:out(Aidas Tech),21:52:(Aidas Tech),22:25:in(Aidas Tech),22:46:out(Aidas Tech),22:58:in(Aidas Tech),23:13:out(Aidas Tech),",2023-05-16 00:00:00,05:35,0,1,06:22
31,00041,00041,GS,09:30,23:30,09:19,19:56,10:27,00:00,10:27,00:00,3:33,Present ,"09:19:in(Aidas Tech),09:45:out(Aidas Tech),10:12:in(Aidas Tech),10:12:(Aidas Tech),12:18:out(Aidas Tech),12:28:in(Aidas Tech),13:59:out(Aidas Tech),14:28:in(Aidas Tech),14:29:(Aidas Tech),14:32:(Aidas Tech),15:07:out(Aidas Tech),15:25:in(Aidas Tech),18:05:out(Aidas Tech),18:42:in(Aidas Tech),18:58:out(Aidas Tech),18:59:(Aidas Tech),18:59:(Aidas Tech),19:56:in(Aidas Tech),",2023-05-16 00:00:00,07:34,0,5,02:53
32,00045,00045,GS,09:30,23:30,11:15,21:28,10:13,00:00,10:13,1:45,2:01,Present ,"11:15:in(Aidas Tech),11:15:(Aidas Tech),13:13:out(Aidas Tech),13:41:in(Aidas Tech),13:53:out(Aidas Tech),16:31:in(Aidas Tech),17:04:out(Aidas Tech),18:51:in(Aidas Tech),18:58:out(Aidas Tech),21:17:in(Aidas Tech),21:21:(Aidas Tech),21:21:(Aidas Tech),21:28:out(Aidas Tech),",2023-05-16 00:00:00,02:57,0,3,07:16
33,0045,0045,GS,09:30,23:30,11:57,23:15,11:18,00:00,11:18,2:27,00:00,Present ,"11:57:in(Aidas Tech),11:57:(Aidas Tech),13:12:out(Aidas Tech),13:15:(Aidas Tech),13:19:in(Aidas Tech),13:41:out(Aidas Tech),15:45:in(Aidas Tech),15:46:(Aidas Tech),16:30:out(Aidas Tech),17:04:in(Aidas Tech),17:04:(Aidas Tech),18:25:out(Aidas Tech),18:27:(Aidas Tech),21:29:in(Aidas Tech),21:56:out(Aidas Tech),21:56:(Aidas Tech),23:15:in(Aidas Tech),",2023-05-16 00:00:00,04:09,0,6,07:09
34,00046,00046,GS,09:30,23:30,11:16,18:03,6:47,00:00,6:47,1:46,5:26,Present ,"11:16:in(Aidas Tech),13:12:out(Aidas Tech),13:41:in(Aidas Tech),13:44:(Aidas Tech),13:52:out(Aidas Tech),13:52:(Aidas Tech),14:45:in(Aidas Tech),14:55:out(Aidas Tech),16:31:in(Aidas Tech),17:04:out(Aidas Tech),18:03:in(Aidas Tech),",2023-05-16 00:00:00,02:47,0,2,04:00
35,00049,00049,GS,09:30,23:30,16:44,01:59,6:46,2:29,9:15,7:14,00:00,Present ,"16:44:in(Aidas Tech),16:44:(Aidas Tech),16:51:out(Aidas Tech),16:52:(Aidas Tech),16:52:(Aidas Tech),17:15:in(Aidas Tech),17:17:(Aidas Tech),17:17:(Aidas Tech),18:02:out(Aidas Tech),18:09:in(Aidas Tech),18:52:out(Aidas Tech),18:54:(Aidas Tech),18:55:(Aidas Tech),19:18:in(Aidas Tech),20:27:out(Aidas Tech),21:24:in(Aidas Tech),21:24:(Aidas Tech),21:28:(Aidas Tech),21:31:out(Aidas Tech),23:15:in(Aidas Tech),23:17:(Aidas Tech),00:07:out(Aidas Tech),00:09:(Aidas Tech),00:42:in(Aidas Tech),00:55:out(Aidas Tech),01:59:in(Aidas Tech),",2023-05-16 00:00:00,03:50,0,11,02:56
1,00000,00000,GS,09:30,23:30,11:13,20:20,9:07,00:00,9:07,1:43,3:09,Present ,"11:13:in(Aidas Tech),11:23:out(Aidas Tech),13:04:in(Aidas Tech),13:45:out(Aidas Tech),14:53:in(Aidas Tech),15:02:out(Aidas Tech),15:36:in(Aidas Tech),15:38:(Aidas Tech),17:29:out(Aidas Tech),17:32:(Aidas Tech),17:41:in(Aidas Tech),17:44:(Aidas Tech),17:52:out(Aidas Tech),17:52:(Aidas Tech),17:52:(Aidas Tech),20:20:in(Aidas Tech),",2023-05-17 00:00:00,02:59,0,5,06:08
6,0003,0003,GS,09:30,23:30,12:30,22:45,10:15,00:00,10:15,3:00,00:44,Present ,"12:30:in(Aidas Tech),15:51:out(Aidas Tech),18:33:in(Aidas Tech),21:48:out(Aidas Tech),22:04:in(Aidas Tech),22:25:out(Aidas Tech),22:45:in(Aidas Tech),",2023-05-17 00:00:00,06:57,0,0,03:18
7,00005,00005,GS,09:30,23:30,13:52,21:12,7:20,00:00,7:20,4:22,2:17,Present ,"13:52:in(Aidas Tech),17:58:out(Aidas Tech),18:27:in(Aidas Tech),21:12:out(Aidas Tech),",2023-05-17 00:00:00,06:51,0,0,00:29
8,006,006,GS,09:30,23:30,12:20,21:46,9:26,00:00,9:26,2:50,1:43,Present ,"12:20:in(Aidas Tech),15:40:out(Aidas Tech),16:08:in(Aidas Tech),16:08:(Aidas Tech),16:17:out(Aidas Tech),16:19:(Aidas Tech),16:20:(Aidas Tech),16:21:(Aidas Tech),19:22:in(Aidas Tech),19:25:(Aidas Tech),21:46:out(Aidas Tech),",2023-05-17 00:00:00,05:50,0,5,03:36
